Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
9089,80,8009,57,25,3,104,7.54,0
9090,86,3542,59,46,3,101,4.02,1
9091,85,15782,48,37,3,107,7.24,0
9092,63,5499,45,27,3,100,9.47,0
9093,45,12850,29,9,2,108,1.95,1
9094,72,1261,84,12,1,108,9.1,0
9095,64,12649,77,31,3,105,6.53,0
9096,69,6701,62,30,1,100,5.88,0
9097,33,2277,74,32,3,107,3.53,1
9098,45,13527,64,34,3,105,3.98,1
9099,79,14877,37,11,3,107,5.68,0
9100,90,13464,97,44,3,101,8.12,0
9101,89,10299,51,38,1,100,5.98,0
9102,42,7435,47,38,2,103,3.42,1
9103,72,11193,79,46,1,106,1.06,1
9104,33,8781,22,41,3,101,2.48,1
9105,48,8932,49,30,1,101,8.74,0
9106,33,8875,36,19,3,100,4.51,1
9107,50,7131,83,18,1,100,7.73,0
9108,73,10802,57,2,1,102,6.78,0
9109,30,5837,62,48,2,107,6.32,0
9110,82,9101,87,16,2,109,9.73,0
9111,84,9427,34,35,3,109,8.4,0
9112,86,2273,71,30,1,101,4.05,1
9113,91,14397,98,41,2,102,4.98,1
9114,83,14145,53,43,1,109,1.21,1
9115,69,11711,66,49,2,104,1.09,1
9116,51,9869,93,42,3,104,8.61,0
9117,94,12352,60,16,1,103,8.05,0
9118,68,3642,12,33,2,101,1.95,1
9119,53,9845,90,16,1,105,7.6,0
9120,54,10559,7,3,2,102,1.28,1
9121,70,3671,36,21,1,107,9.07,0
9122,58,6737,22,7,3,107,8.96,0
9123,58,14233,22,45,2,106,9.44,0
9124,53,14340,78,21,1,106,6.28,0
9125,49,15971,93,16,1,105,9.98,0
9126,34,11604,31,41,3,109,2.08,1
9127,74,12638,97,38,2,104,3.82,1
9128,69,2839,88,32,2,106,4.13,1
9129,69,3304,35,7,1,109,3.62,1
9130,56,10243,97,32,1,109,3.22,1
9131,89,14891,83,6,2,103,8.25,0
9132,46,12661,54,23,1,105,7.36,0
9133,48,1940,78,5,2,109,7.9,0
9134,86,12910,27,15,2,103,1.58,1
9135,88,3577,36,47,1,108,9.8,0
9136,89,13626,81,46,2,103,2.1,1
9137,37,2118,60,28,3,103,4.81,1
9138,61,14786,34,17,3,104,2.71,1
9139,35,10016,64,36,2,107,5.65,0
9140,86,8170,79,3,3,104,5.53,0
9141,66,5942,45,14,2,102,2.77,1
9142,48,12021,63,14,3,103,2.3,1
9143,71,2482,95,27,1,100,1.89,1
9144,57,14986,43,13,3,109,7.65,0
9145,91,11114,93,7,1,106,2.48,1
9146,70,15097,79,4,3,104,9.73,0
9147,48,1338,12,32,2,103,8.52,0
9148,33,9389,67,44,3,107,7.4,0
9149,57,854,46,14,2,105,7.4,0
9150,50,1098,12,29,3,106,6.33,0
9151,89,4912,41,26,3,109,3.39,1
9152,68,2037,16,41,2,103,2.41,1
9153,74,1407,69,27,1,109,4.92,1
9154,72,874,29,12,3,103,5.49,0
9155,85,14330,71,18,1,108,9.78,0
9156,52,10826,65,32,3,106,9.11,0
9157,93,1029,70,18,1,105,8.94,0
9158,43,8976,21,42,3,106,3.46,1
9159,36,6133,25,1,3,100,7.84,0
9160,66,14606,54,33,3,103,4.59,1
9161,40,3909,35,45,3,101,6.91,0
9162,47,15719,29,10,2,101,4.56,1
9163,55,8733,91,22,1,105,4.37,1
9164,53,11194,48,19,2,100,9.41,0
9165,71,10501,24,26,1,108,9.11,0
9166,76,15487,55,10,3,106,5.23,0
9167,76,1590,59,47,2,104,4.62,1
9168,48,9808,65,21,1,100,1.09,1
9169,47,13405,46,28,3,105,3.68,1
9170,39,13098,85,40,1,103,8.91,0
9171,86,552,56,11,3,105,3.97,1
9172,57,11852,66,33,2,102,9.25,0
9173,31,2041,74,4,1,101,8.45,0
9174,66,3308,48,24,2,109,8.67,0
9175,38,9371,32,24,2,106,3.22,1
9176,64,6962,87,14,3,105,3.07,1
9177,61,1262,44,29,2,101,3.42,1
9178,89,2563,49,10,2,103,8.44,0
9179,41,2182,34,33,3,104,7.09,0
9180,77,6348,40,32,3,108,1.44,1
9181,42,11992,93,18,1,100,1.24,1
9182,83,10549,98,28,3,109,1.59,1
9183,92,11210,42,21,1,107,2.71,1
9184,92,7922,93,7,3,101,5.33,0
9185,78,7910,16,1,3,107,4.21,1
9186,69,9502,83,27,1,107,2.4,1
9187,72,2904,52,17,3,109,1.84,1
9188,54,11654,91,3,1,108,4.07,1
9189,80,10823,98,35,3,107,7.35,0
9190,90,7706,78,47,1,100,6.78,0
9191,38,4782,84,19,3,102,4.95,1
9192,74,10844,91,35,3,105,4.69,1
9193,44,12256,51,49,2,103,5.88,0
9194,94,4395,48,18,2,103,3.46,1
9195,86,9215,56,22,1,101,9.29,0
9196,52,4074,88,23,1,105,9.48,0
9197,91,10541,74,15,1,106,5.07,0
9198,67,9963,46,23,2,108,7.16,0
9199,31,691,10,27,2,100,2.86,1
9200,60,936,51,30,3,109,3.18,1
9201,52,7919,59,22,2,107,4.5,1
9202,44,9006,17,12,1,102,2.93,1
9203,36,6473,61,40,2,107,4.94,1
9204,92,13218,20,48,2,108,6.28,0
9205,56,5524,81,49,2,108,4.55,1
9206,76,10935,99,23,3,108,2.45,1
9207,39,5806,25,10,3,104,6.85,0
9208,37,2609,25,22,2,106,4.7,1
9209,54,7574,52,9,1,106,7.76,0
9210,91,1323,53,11,1,100,6.73,0
9211,51,13170,70,44,2,101,8.63,0
9212,90,4608,27,40,1,102,2.09,1
9213,36,12560,14,45,1,102,4.71,1
9214,50,8164,64,40,2,103,5.35,0
9215,61,5705,52,11,3,108,8.13,0
9216,51,13968,33,17,1,103,5.03,0
9217,79,5639,19,34,1,102,5.93,0
9218,62,15512,53,33,2,103,1.45,1
9219,76,3172,50,11,2,102,9.74,0
9220,53,9871,50,2,1,105,5.39,0
9221,31,5327,23,24,3,103,4.02,1
9222,47,1004,42,45,1,109,3.63,1
9223,93,13916,70,13,1,109,8.43,0
9224,81,2301,57,2,2,105,5.35,0
9225,40,2226,87,10,1,100,6.4,0
9226,86,6421,38,40,1,102,9.57,0
9227,81,7129,57,34,3,103,5.48,0
9228,77,13699,18,11,3,108,6.25,0
9229,78,11658,10,46,3,103,8.12,0
9230,65,6023,50,47,2,103,4.29,1
9231,45,612,12,33,1,108,8.14,0
9232,32,7119,97,43,2,100,7.3,0
9233,71,11052,89,20,3,108,9.25,0
9234,80,1762,86,20,3,101,9.22,0
9235,58,12690,50,31,1,106,2.27,1
9236,38,7809,52,11,1,107,9.46,0
9237,58,4434,66,19,2,102,2.03,1
9238,38,4342,22,20,3,108,6.18,0
9239,78,6961,8,34,2,100,6.07,0
9240,35,3539,58,43,3,102,3.14,1
9241,32,8462,46,26,2,106,4.04,1
9242,42,10413,5,18,1,103,7.24,0
9243,41,12839,19,6,3,100,7.64,0
9244,70,1470,27,25,1,103,2.28,1
9245,54,5366,8,40,1,104,9.36,0
9246,70,13497,6,36,2,101,7.32,0
9247,86,14270,43,19,2,102,5.16,0
9248,60,12287,35,8,1,101,6.46,0
9249,73,13360,50,5,2,109,8.93,0
9250,60,3115,88,37,1,107,4.67,1
9251,59,3145,64,37,2,105,5.22,0
9252,49,2230,97,35,2,109,7.2,0
9253,42,2767,9,17,3,109,6.19,0
9254,50,6050,77,36,2,103,8.01,0
9255,40,1566,70,47,2,101,6.46,0
9256,94,1391,29,21,3,105,3.15,1
9257,66,3607,82,16,1,105,9.26,0
9258,53,10580,85,40,1,103,2.37,1
9259,85,7292,53,3,2,109,3.61,1
9260,59,4971,48,27,2,108,6.89,0
9261,46,16138,94,22,2,105,4.63,1
9262,66,12122,60,42,3,101,8.03,0
9263,78,2957,12,20,2,104,4.23,1
9264,67,1210,91,43,1,104,9.11,0
9265,40,2370,98,37,3,105,1.14,1
9266,43,14072,75,26,2,104,7.64,0
9267,59,9522,43,12,3,102,1.6,1
9268,65,14456,75,38,3,103,3.67,1
9269,73,11803,25,40,2,107,7.96,0
9270,35,9408,21,36,3,100,7.36,0
9271,71,5887,25,30,2,109,4.94,1
9272,49,14459,6,23,1,104,5.35,0
9273,83,4792,86,10,1,100,7.41,0
9274,55,3898,47,44,1,108,1.86,1
9275,83,5390,6,46,2,109,6.35,0
9276,70,4307,62,16,1,101,3.42,1
9277,55,3817,96,18,2,104,9.21,0
9278,92,12946,36,40,2,108,2.39,1
9279,92,7008,63,46,3,105,3.29,1
9280,93,9717,57,42,1,109,3.86,1
9281,88,11897,77,42,1,101,1.59,1
9282,85,15276,53,29,1,103,3.28,1
9283,93,4829,26,27,3,108,5.75,0
9284,63,15402,57,38,2,108,9.55,0
9285,51,11451,67,43,1,108,7.3,0
9286,30,4106,26,48,2,101,8.29,0
9287,77,4821,94,46,2,107,8.57,0
9288,71,15117,24,39,2,105,1.2,1
9289,48,8224,64,29,1,104,3.03,1
9290,75,11296,78,24,2,103,2.3,1
9291,80,13104,45,49,1,103,4.95,1
9292,93,16348,12,24,3,109,6.33,0
9293,30,9583,13,24,3,108,2.61,1
9294,60,6585,39,37,1,107,5.1,0
9295,82,8545,43,22,2,103,2.27,1
9296,32,16299,81,6,3,106,1.88,1
9297,68,11055,33,16,3,108,9.89,0
9298,84,5629,58,38,2,105,4.27,1
9299,31,1931,19,41,1,103,2.82,1
9300,62,11071,82,43,3,103,5.48,0
9301,73,8783,11,3,3,109,4.0,1
9302,76,1546,35,25,3,101,4.12,1
9303,62,10783,18,45,3,103,4.52,1
9304,48,13594,91,34,3,105,4.04,1
9305,84,15077,81,27,1,106,4.11,1
9306,91,5843,34,42,1,105,9.83,0
9307,56,14410,63,15,2,100,9.88,0
9308,64,13382,17,33,2,109,1.86,1
9309,49,16148,7,24,1,103,5.36,0
9310,76,1690,15,10,3,107,5.2,0
9311,60,13449,22,14,1,103,3.75,1
9312,54,1468,83,7,1,102,4.52,1
9313,85,10484,45,8,2,109,2.55,1
9314,88,13924,88,35,3,108,5.62,0
9315,62,10828,24,22,1,102,3.39,1
9316,48,733,13,1,1,105,7.96,0
9317,59,5247,8,43,1,106,7.72,0
9318,60,4491,19,3,2,104,4.55,1
9319,35,9287,53,22,2,102,7.41,0
9320,90,6820,92,5,1,101,1.88,1
9321,37,1722,90,26,3,105,4.56,1
9322,64,4190,34,45,1,106,9.51,0
9323,45,16213,68,35,2,101,4.35,1
9324,91,12009,22,7,3,101,9.66,0
9325,47,2535,58,35,2,109,1.4,1
9326,88,11528,6,30,1,109,1.35,1
9327,41,3495,94,29,1,108,6.55,0
9328,52,2417,18,29,1,107,4.3,1
9329,86,2267,84,30,1,101,2.77,1
9330,46,8108,82,4,3,105,7.4,0
9331,92,10626,92,27,3,104,6.03,0
9332,36,12364,35,45,3,107,1.04,1
9333,44,2684,67,34,2,107,4.87,1
9334,35,13350,62,40,2,106,7.47,0
9335,85,12928,59,22,1,106,6.53,0
9336,37,6839,71,9,3,108,2.46,1
9337,91,15811,60,2,3,104,6.23,0
9338,73,1460,73,6,2,102,7.99,0
9339,67,2546,23,32,3,103,9.9,0
9340,36,8484,57,9,1,102,3.35,1
9341,86,13265,56,27,1,101,6.82,0
9342,30,11239,18,7,1,101,2.35,1
9343,81,12575,37,1,1,107,9.4,0
9344,54,14435,39,20,2,100,4.41,1
9345,91,15372,33,15,2,109,7.98,0
9346,35,1793,30,40,2,101,8.33,0
9347,73,9400,34,36,3,108,2.91,1
9348,70,4326,21,28,2,102,9.35,0
9349,39,8804,6,32,2,107,7.1,0
9350,75,12431,30,28,3,105,2.16,1
9351,65,2121,51,42,2,101,6.58,0
9352,46,10331,25,30,1,101,1.24,1
9353,65,9921,56,18,1,107,4.71,1
9354,50,11895,15,13,3,102,2.2,1
9355,90,2991,31,11,2,105,7.44,0
9356,38,7559,97,3,2,104,4.63,1
9357,42,2663,87,43,3,105,2.53,1
9358,69,5852,66,23,2,100,1.48,1
9359,57,4185,86,45,1,101,3.39,1
9360,78,15283,31,49,3,108,1.72,1
9361,35,5166,36,31,2,109,8.18,0
9362,53,11120,39,31,3,102,7.28,0
9363,70,10527,24,40,1,100,8.08,0
9364,78,12194,54,17,3,102,8.61,0
9365,82,14818,58,46,2,108,8.18,0
9366,42,1153,35,49,1,102,7.04,0
9367,78,15572,61,32,3,105,5.1,0
9368,44,14452,12,45,2,103,3.9,1
9369,36,13806,13,17,1,107,7.6,0
9370,64,12133,52,41,3,104,1.71,1
9371,46,5215,81,27,1,105,6.4,0
9372,54,10971,93,32,2,108,5.09,0
9373,77,9136,55,6,2,100,7.37,0
9374,85,8757,41,3,3,108,6.48,0
9375,59,5851,70,10,2,103,4.3,1
9376,49,13385,68,14,2,104,9.95,0
9377,58,15286,7,40,3,100,9.71,0
9378,40,8280,34,37,2,106,3.44,1
9379,42,16271,65,32,2,107,3.07,1
9380,33,5792,33,36,2,106,5.24,0
9381,72,6375,58,6,3,100,6.94,0
9382,45,13180,67,8,3,103,6.0,0
9383,89,2909,49,7,1,104,2.8,1
9384,78,7188,43,35,2,106,1.31,1
9385,77,15542,25,23,2,109,6.47,0
9386,58,7051,62,49,2,100,3.17,1
9387,78,5874,25,49,1,109,7.09,0
9388,45,4560,28,15,3,103,6.46,0
9389,62,15642,98,33,2,107,9.87,0
9390,68,1557,29,36,2,100,6.3,0
9391,50,1118,48,20,2,102,7.78,0
9392,30,8330,78,24,3,109,7.72,0
9393,42,2486,72,45,2,100,1.51,1
9394,37,14218,76,32,1,106,1.6,1
9395,51,15670,86,6,2,109,3.55,1
9396,75,14622,35,33,3,100,1.44,1
9397,47,2992,14,38,1,102,9.79,0
9398,63,16014,29,12,2,109,8.61,0
9399,52,3300,38,34,1,101,2.65,1
9400,76,4075,23,27,1,104,9.39,0
9401,80,10740,32,35,3,108,8.61,0
9402,45,10363,68,2,2,104,4.58,1
9403,47,12978,76,29,3,105,3.52,1
9404,83,2475,98,39,1,100,5.22,0
9405,92,7326,28,15,3,102,8.7,0
9406,92,1907,16,25,3,109,4.54,1
9407,54,5429,68,42,1,109,2.54,1
9408,64,3436,32,41,2,104,2.4,1
9409,30,14919,87,42,3,107,4.33,1
9410,62,7181,98,39,2,106,2.99,1
9411,63,7101,15,29,3,108,3.45,1
9412,51,10064,77,19,2,103,7.66,0
9413,62,13918,24,5,2,100,1.53,1
9414,88,1152,94,39,3,100,8.15,0
9415,88,10392,37,44,2,105,8.49,0
9416,38,15704,80,32,3,104,5.0,0
9417,67,6164,46,36,1,102,4.33,1
9418,53,566,63,2,3,107,7.14,0
9419,44,9256,22,10,2,102,3.46,1
9420,51,12686,97,26,3,102,2.78,1
9421,49,7153,73,6,1,107,3.14,1
9422,49,15552,14,47,1,107,7.2,0
9423,55,2617,14,26,2,103,7.57,0
9424,58,6386,91,26,2,106,5.59,0
9425,73,5722,14,41,1,102,9.72,0
9426,58,6230,26,36,1,104,6.35,0
9427,56,10033,88,10,1,100,3.26,1
9428,59,2604,93,22,1,108,8.2,0
9429,36,13505,24,16,3,103,1.75,1
9430,49,842,38,9,3,108,3.41,1
9431,51,2847,67,47,3,102,2.13,1
9432,42,13626,41,34,3,105,1.59,1
9433,35,14349,16,16,1,101,5.62,0
9434,57,7231,12,12,1,102,5.8,0
9435,89,11047,93,3,1,104,6.53,0
9436,66,6033,39,41,1,104,4.35,1
9437,63,6306,79,19,3,109,8.66,0
9438,93,5271,33,25,3,108,6.27,0
9439,52,10791,72,36,2,107,6.0,0
9440,89,12964,6,49,3,103,6.48,0
9441,30,7961,29,19,2,106,4.13,1
9442,74,13568,31,38,2,107,2.58,1
9443,52,4048,43,48,1,108,4.49,1
9444,80,13362,89,26,2,107,8.83,0
9445,74,11820,51,27,1,107,4.87,1
9446,33,1621,42,41,2,105,8.06,0
9447,31,8486,44,17,2,100,3.99,1
9448,77,10736,78,6,1,101,4.46,1
9449,80,6683,47,45,2,103,3.91,1
9450,88,15318,26,24,1,102,2.8,1
9451,53,10521,40,48,2,100,1.06,1
9452,55,9795,77,45,2,108,7.49,0
9453,71,9612,34,25,1,104,4.22,1
9454,41,636,29,23,2,105,9.33,0
9455,63,9344,43,14,1,107,2.86,1
9456,39,13397,37,19,1,100,4.28,1
9457,40,15676,44,42,3,101,9.66,0
9458,52,11523,53,12,3,107,3.09,1
9459,32,8254,23,18,1,106,3.32,1
9460,65,12941,46,21,3,108,2.64,1
9461,77,9444,31,10,2,104,4.45,1
9462,48,1933,90,1,2,107,4.06,1
9463,38,14042,23,20,2,103,9.02,0
9464,91,12930,29,27,1,106,4.38,1
9465,41,1543,32,39,2,108,5.33,0
9466,51,15097,36,19,2,100,5.86,0
9467,78,13271,27,5,2,103,8.16,0
9468,70,11494,60,37,3,103,2.85,1
9469,80,10243,37,13,3,107,7.2,0
9470,94,11793,39,19,1,108,3.15,1
9471,75,7372,81,43,3,109,2.59,1
9472,88,4080,71,15,2,104,1.13,1
9473,77,11652,46,38,3,106,4.27,1
9474,67,9732,33,14,3,101,7.49,0
9475,36,7471,16,42,1,107,6.39,0
9476,82,13764,31,27,1,102,9.55,0
9477,62,7507,54,20,2,105,3.2,1
9478,31,14223,54,6,3,100,9.25,0
9479,92,7709,59,8,1,102,2.03,1
9480,83,11303,37,12,2,105,9.51,0
9481,46,11559,18,24,2,105,3.89,1
9482,89,8217,12,14,2,101,7.19,0
9483,50,15160,13,22,1,100,9.94,0
9484,49,16006,5,29,2,107,2.3,1
9485,64,10127,41,9,3,109,9.43,0
9486,76,11053,79,21,3,104,2.31,1
9487,43,2586,46,10,2,101,4.46,1
9488,52,13711,45,49,2,100,8.59,0
9489,86,1871,64,5,2,106,6.67,0
9490,62,13414,72,9,3,104,2.76,1
9491,85,12824,73,16,3,106,5.35,0
9492,58,6884,5,22,3,109,6.85,0
9493,88,9346,42,34,3,109,3.3,1
9494,70,6197,94,20,1,101,1.69,1
9495,60,5207,17,21,2,107,8.38,0
9496,33,14262,56,8,2,103,3.34,1
9497,86,3860,97,46,2,108,5.8,0
9498,43,1956,47,13,3,100,7.86,0
9499,38,2179,97,1,1,106,8.98,0
9500,58,15465,33,21,1,100,8.57,0
9501,43,9432,33,37,1,108,6.75,0
9502,62,7335,48,5,2,104,4.15,1
9503,59,8029,97,9,3,103,5.84,0
9504,46,7578,79,17,1,100,1.8,1
9505,47,1521,27,18,3,105,5.31,0
9506,71,15552,42,46,3,105,2.85,1
9507,88,5336,60,5,3,109,9.12,0
9508,31,3222,81,29,2,108,4.16,1
9509,45,15549,86,41,2,105,1.68,1
9510,68,12259,36,32,2,100,6.48,0
9511,50,1268,22,33,3,109,8.02,0
9512,79,10504,10,12,2,100,2.8,1
9513,67,12858,33,44,1,106,1.62,1
9514,71,14684,68,26,1,102,6.01,0
9515,90,13287,80,26,2,100,3.69,1
9516,64,9784,43,24,2,107,7.4,0
9517,75,12547,9,5,1,100,4.31,1
9518,30,1730,36,17,3,108,4.81,1
9519,66,2718,11,23,2,105,4.88,1
9520,44,1102,18,37,2,107,8.49,0
9521,94,10737,37,37,3,104,7.02,0
9522,31,5526,53,40,1,107,2.9,1
9523,32,2072,8,24,1,108,5.76,0
9524,37,15322,30,40,1,108,3.5,1
9525,61,7893,22,30,1,100,1.86,1
9526,76,14094,30,49,3,103,4.43,1
9527,67,1782,20,9,2,105,7.3,0
9528,83,11672,43,42,1,108,5.23,0
9529,74,7275,41,19,3,109,3.83,1
9530,32,3716,16,36,2,101,6.6,0
9531,41,11251,31,7,3,101,5.35,0
9532,38,15335,8,19,3,100,6.21,0
9533,49,705,95,19,3,105,7.02,0
9534,93,13358,22,16,1,109,7.5,0
9535,65,9633,47,3,3,103,6.38,0
9536,65,10894,99,2,3,100,5.0,0
9537,67,1976,67,4,3,109,3.63,1
9538,93,8885,61,36,2,105,8.23,0
9539,77,14315,13,1,2,109,4.92,1
9540,41,9748,15,41,2,104,6.9,0
9541,80,2622,26,45,3,100,5.64,0
9542,72,11422,19,38,2,104,4.14,1
9543,35,728,75,19,3,101,7.21,0
9544,89,9138,70,20,1,100,2.77,1
9545,76,13655,93,10,2,102,4.96,1
9546,87,15403,51,4,3,100,2.74,1
9547,35,3478,21,48,3,108,7.83,0
9548,86,10697,45,6,1,107,4.72,1
9549,86,16034,62,23,3,103,6.53,0
9550,52,14199,93,1,3,100,5.23,0
9551,88,2538,91,48,3,105,1.01,1
9552,56,6378,90,33,1,108,5.63,0
9553,40,15715,8,30,2,109,4.91,1
9554,93,16359,15,31,1,106,3.93,1
9555,67,991,72,39,2,108,8.5,0
9556,35,4612,89,38,2,101,1.53,1
9557,51,7138,63,32,1,108,5.27,0
9558,65,4675,91,14,1,105,4.36,1
9559,34,13903,91,2,3,101,5.97,0
9560,30,13426,34,27,3,103,6.41,0
9561,70,8409,24,33,1,107,7.32,0
9562,47,1864,79,9,1,104,1.4,1
9563,94,7070,25,45,2,109,7.21,0
9564,76,7329,67,22,1,105,4.17,1
9565,77,13538,37,23,1,109,8.21,0
9566,46,13812,43,49,1,104,2.65,1
9567,81,11885,77,40,3,100,7.19,0
9568,86,2086,45,48,3,105,2.68,1
9569,32,7378,67,33,1,102,2.82,1
9570,79,11544,91,22,2,102,3.06,1
9571,82,6567,40,12,3,103,3.93,1
9572,38,11720,15,25,1,104,6.0,0
9573,52,5897,91,21,3,108,7.03,0
9574,59,1290,97,8,1,103,6.59,0
9575,80,8424,21,7,2,108,8.54,0
9576,46,2622,83,12,2,104,5.32,0
9577,74,7552,19,25,3,101,2.17,1
9578,81,4981,63,4,1,109,6.92,0
9579,73,9308,42,19,1,107,6.51,0
9580,48,8837,14,9,1,102,1.46,1
9581,37,8347,57,15,3,100,3.87,1
9582,57,13390,14,15,3,100,3.54,1
9583,78,3738,43,19,3,108,8.55,0
9584,69,16286,14,17,3,103,7.38,0
9585,69,11050,27,13,3,100,1.27,1
9586,59,2084,64,48,1,100,5.05,0
9587,53,7836,46,40,3,103,2.88,1
9588,90,5973,26,17,1,100,9.25,0
9589,46,6082,84,18,3,103,9.81,0
9590,80,13686,84,15,3,109,5.63,0
9591,78,12503,23,39,1,102,5.38,0
9592,62,5521,50,9,1,109,8.18,0
9593,66,7966,56,38,2,107,5.01,0
9594,51,5336,80,16,1,104,8.2,0
9595,75,14301,44,8,1,106,1.21,1
9596,64,14472,50,36,2,101,2.33,1
9597,34,14579,35,8,3,109,4.34,1
9598,35,8691,10,15,2,108,5.29,0
9599,87,6000,79,37,3,109,4.72,1
9600,71,3711,67,5,1,103,5.22,0
9601,93,2740,83,48,2,106,8.72,0
9602,45,9713,14,21,2,101,4.94,1
9603,81,6276,76,4,1,103,3.18,1
9604,69,15633,56,1,2,108,4.26,1
9605,56,13307,31,44,1,105,4.55,1
9606,58,4952,61,38,3,106,6.95,0
9607,94,7561,89,22,2,109,9.41,0
9608,76,6996,12,40,1,102,5.8,0
9609,60,8770,74,1,2,105,2.57,1
9610,44,7646,52,4,2,102,3.36,1
9611,54,8154,22,34,2,107,7.01,0
9612,44,12215,88,29,2,100,8.63,0
9613,66,5106,29,20,2,102,1.7,1
9614,42,8268,82,11,1,108,7.7,0
9615,52,9002,51,9,3,107,6.41,0
9616,60,2865,13,28,3,109,2.28,1
9617,73,15214,48,44,1,105,1.71,1
9618,30,7484,66,27,2,105,5.68,0
9619,52,13006,72,39,3,104,7.44,0
9620,61,13674,22,25,1,100,2.03,1
9621,50,5609,36,14,3,108,5.77,0
9622,63,5793,59,14,2,105,1.16,1
9623,42,15219,49,12,3,109,3.13,1
9624,82,6405,41,33,1,109,6.35,0
9625,55,5363,29,7,2,104,9.71,0
9626,45,3058,71,31,1,102,4.66,1
9627,59,11584,56,6,1,103,5.82,0
9628,37,9990,61,41,3,103,5.4,0
9629,52,1484,55,13,1,109,9.08,0
9630,81,4089,66,39,3,105,3.79,1
9631,37,4003,99,11,3,102,9.27,0
9632,90,8268,63,5,3,109,2.16,1
9633,30,16076,7,21,1,104,8.84,0
9634,44,3815,93,14,2,105,5.79,0
9635,30,1315,76,36,2,109,4.31,1
9636,91,3244,53,3,2,108,3.88,1
9637,70,14328,65,45,2,106,9.83,0
9638,46,15427,84,20,3,103,5.1,0
9639,34,16342,97,39,1,102,3.02,1
9640,45,3202,37,33,2,109,3.44,1
9641,68,6452,19,32,1,104,6.55,0
9642,72,5704,12,49,1,109,6.47,0
9643,92,13171,7,38,1,107,6.03,0
9644,82,10146,32,40,3,108,2.44,1
9645,90,7180,96,1,3,104,1.15,1
9646,81,3978,30,29,2,102,9.76,0
9647,57,3785,92,8,1,107,4.76,1
9648,80,6981,8,7,2,101,2.01,1
9649,42,4229,64,3,3,107,8.25,0
9650,49,6260,18,44,1,109,5.9,0
9651,54,15850,69,29,3,107,1.01,1
9652,54,2606,63,33,2,104,3.3,1
9653,58,2088,62,4,1,101,3.17,1
9654,55,14404,15,14,2,109,5.06,0
9655,84,11898,88,19,1,107,4.94,1
9656,54,2608,48,3,1,108,2.37,1
9657,48,12126,97,3,1,104,9.87,0
9658,76,6043,9,26,1,101,9.73,0
9659,90,9732,66,42,2,108,7.09,0
9660,61,12175,95,24,2,109,2.75,1
9661,90,6008,42,43,3,102,2.44,1
9662,35,11403,71,10,1,104,1.76,1
9663,39,1007,92,44,1,100,5.69,0
9664,37,15748,29,14,2,103,9.5,0
9665,46,1949,40,30,2,102,2.18,1
9666,77,12549,10,38,1,104,2.57,1
9667,67,2919,34,40,1,107,4.65,1
9668,44,3994,20,7,1,109,2.44,1
9669,33,10444,67,17,2,107,2.29,1
9670,68,12031,34,43,1,102,7.32,0
9671,60,15120,69,40,1,105,1.01,1
9672,37,1536,83,29,2,100,8.84,0
9673,52,5457,84,39,3,109,1.68,1
9674,59,12780,32,17,1,106,5.56,0
9675,52,11530,62,27,3,101,5.31,0
9676,84,15016,92,25,3,100,3.82,1
9677,39,15476,47,13,2,109,1.11,1
9678,63,6170,98,4,2,102,1.12,1
9679,87,4128,80,45,1,102,3.52,1
9680,78,12683,19,34,2,109,8.83,0
9681,82,4841,84,24,1,103,2.76,1
9682,59,3463,49,41,1,100,5.45,0
9683,48,2628,16,49,1,108,4.7,1
9684,79,11936,95,44,1,102,4.01,1
9685,32,6808,9,46,1,107,8.81,0
9686,74,2745,64,18,3,101,7.48,0
9687,30,1074,11,32,2,104,4.82,1
9688,76,5576,91,9,1,108,2.31,1
9689,38,13303,64,40,3,108,2.83,1
9690,65,9222,22,48,3,106,4.52,1
9691,75,10713,28,34,1,105,9.24,0
9692,72,3669,89,26,3,103,8.44,0
9693,91,10324,20,29,2,101,1.49,1
9694,50,10612,93,22,3,107,1.56,1
9695,36,12093,30,20,3,107,8.11,0
9696,49,15103,47,35,1,106,7.91,0
9697,41,1349,31,9,1,109,2.23,1
9698,55,14518,9,19,1,104,4.39,1
9699,55,3598,52,4,2,103,6.98,0
9700,52,12613,70,9,1,109,3.41,1
9701,57,8960,65,6,3,109,3.92,1
9702,35,11087,9,17,3,108,2.65,1
9703,76,12769,16,39,3,100,8.34,0
9704,94,12282,75,9,1,107,7.32,0
9705,85,14261,84,4,1,104,2.23,1
9706,79,5339,83,1,1,106,9.91,0
9707,31,15332,34,4,2,101,8.08,0
9708,83,7908,75,29,2,101,4.33,1
9709,37,16167,23,15,2,102,1.11,1
9710,71,6111,19,21,2,103,3.65,1
9711,48,10786,72,40,1,107,9.74,0
9712,38,15887,43,46,3,100,1.03,1
9713,60,13100,5,25,2,106,3.06,1
9714,88,6415,73,12,3,101,6.49,0
9715,78,11381,39,28,3,101,1.34,1
9716,48,11639,29,8,1,108,2.43,1
9717,80,3314,31,27,2,108,8.49,0
9718,75,14184,89,27,3,103,2.31,1
9719,62,11073,65,28,2,103,4.61,1
9720,56,12709,7,15,1,107,8.58,0
9721,32,5923,88,12,3,108,4.13,1
